level_0,index,Date,Name,Points,FormatLat,IsBBOX,LatVec,LonVec
0,0,12/02/2019,"Photovoltaic Solar Panel Energy Generation / Île-de-France, France / 2014","Points:(48.1201-1.4462),(49.2414-3.5592)","(48.1201,1.4462)|(49.2414,3.5592)",True,"48.1201, 49.2414, 49.2414, 48.1201","1.4462, 1.4462, 3.5592, 3.5592"
1,1,12/02/2019,Electricity Consumption / Germany / 2015,"Points:(47.27011137-5.86631529),(55.09916098-15.04193189)","(47.27011137,5.86631529)|(55.09916098,15.04193189)",True,"55.09916098, 55.09916098, 47.27011137, 47.27011137","15.04193189, 5.86631529, 5.86631529, 15.04193189"
2,2,11/26/2019,"Particulate Matter 10 / Chiayi County, Taiwan-Chinese Taipei / 2015","Points:(23.467122-120.247811),(23.554839-120.345531)","(23.467122,120.247811)|(23.554839,120.345531)",True,"23.467122, 23.554839, 23.554839, 23.467122","120.247811, 120.247811, 120.345531, 120.345531"
10,10,11/26/2019,"Vehicle Counts / I-291, East Springfield, Springfield, Massachusetts, United States / 2017","Points:(42.0971373572--72.6084780751),(42.1680020842--72.5305316072)","(42.0971373572,-72.6084780751)|(42.1680020842,-72.5305316072)",True,"42.1680020842, 42.1680020842, 42.0971373572, 42.0971373572","-72.5305316072, -72.6084780751, -72.6084780751, -72.5305316072"
14,20,11/22/2019,"Particulate Matter 10 / Hsinchu County, Taiwan-Chinese Taipei / 2016","Points:(24.90014167-121.0386528),(24.740645-121.0889028)","(24.90014167,121.0386528)|(24.740645,121.0889028)",True,"24.90014167, 24.90014167, 24.740645, 24.740645","121.0386528, 121.0889028, 121.0889028, 121.0386528"
22,28,11/22/2019,"Vehicle Counts / I-94, Detroit, Michigan, United States / 2014","Points:(42.332347--83.138136),(42.401139--82.974529)","(42.332347,-83.138136)|(42.401139,-82.974529)",True,"42.401139, 42.401139, 42.332347, 42.332347","-82.974529, -83.138136, -83.138136, -82.974529"
47,54,11/19/2019,"Air Temperature / Hsinchu County, Taiwan-Chinese Taipei / 2016","Points:(24.90014167-121.03865278),(24.740645-121.08890278)","(24.90014167,121.03865278)|(24.740645,121.08890278)",True,"24.90014167, 24.90014167, 24.740645, 24.740645","121.03865278, 121.08890278, 121.08890278, 121.03865278"
51,58,11/19/2019,"Relative Humidity / Hsinchu County, Taiwan-Chinese Taipei / 2017","Points:(24.740645-121.08890278),(24.90014167-121.03865278)","(24.740645,121.08890278)|(24.90014167,121.03865278)",True,"24.90014167, 24.90014167, 24.740645, 24.740645","121.03865278, 121.08890278, 121.08890278, 121.03865278"
63,70,11/15/2019,"Particulate Matter 10 / Kilpauk, Chennai, Tamil Nadu, India / 2015","Points:(13.091827-80.251157),(13.074105-80.226022)","(13.091827,80.251157)|(13.074105,80.226022)",True,"13.074105, 13.091827, 13.091827, 13.074105","80.226022, 80.226022, 80.251157, 80.251157"
64,71,11/13/2019,"Vehicle Counts / I-95, Attleboro, Massachusetts, United States / 2016","Points:(41.89320087--71.38174508),(41.98732026--71.20806098)","(41.89320087,-71.38174508)|(41.98732026,-71.20806098)",True,"41.98732026, 41.98732026, 41.89320087, 41.89320087","-71.20806098, -71.38174508, -71.38174508, -71.20806098"
74,81,11/11/2019,"Sulfur Dioxide / Thiruvottiyur, Chennai, Tamil Nadu, India / 2015","Points:(13.183809-80.316472),(13.135724-80.280596)","(13.183809,80.316472)|(13.135724,80.280596)",True,"13.135724, 13.183809, 13.183809, 13.135724","80.280596, 80.280596, 80.316472, 80.316472"
75,82,11/11/2019,"Sulfur Dioxide / Thiyagaraya Nagar, Chennai, Tamil Nadu, India / 2015","Points:(13.0232536981-80.2287535147),(13.056477365-80.2537911789)","(13.0232536981,80.2287535147)|(13.056477365,80.2537911789)",True,"13.0232536981, 13.056477365, 13.056477365, 13.0232536981","80.2287535147, 80.2287535147, 80.2537911789, 80.2537911789"
78,85,11/11/2019,"Nitrogen Dioxide / Thiruvotriyur, Chennai, Tamil Nadu, India / 2015","Points:(13.183809-80.316472),(13.145724-80.280596)","(13.183809,80.316472)|(13.145724,80.280596)",True,"13.145724, 13.183809, 13.183809, 13.145724","80.280596, 80.280596, 80.316472, 80.316472"
81,88,11/08/2019,"Gamma Radiation / Madison, Wisconsin, United States / 2018","Points:(43.16966--89.569851),(43.000451--89.248602)","(43.16966,-89.569851)|(43.000451,-89.248602)",True,"43.000451, 43.16966, 43.16966, 43.000451","-89.248602, -89.248602, -89.569851, -89.569851"
85,92,11/08/2019,"Gamma Radiation / Milwaukee, Wisconsin, United States / 2016","Points:(43.19277--88.064844),(42.925585--87.872445)","(43.19277,-88.064844)|(42.925585,-87.872445)",True,"42.925585, 43.19277, 43.19277, 42.925585","-87.872445, -87.872445, -88.064844, -88.064844"
89,96,11/08/2019,"Gamma Radiation / Shawano, Wisconsin, United States / 2017","Points:(44.792721--88.619832),(44.755723--88.542935)","(44.792721,-88.619832)|(44.755723,-88.542935)",True,"44.755723, 44.792721, 44.792721, 44.755723","-88.542935, -88.542935, -88.619832, -88.619832"
93,100,11/08/2019,"Gamma Radiation / Charleston, Wisconsin, United States / 2018","Points:(44.065985--88.15077),(43.97954--88.042491)","(44.065985,-88.15077)|(43.97954,-88.042491)",True,"43.97954, 44.065985, 44.065985, 43.97954","-88.042491, -88.042491, -88.15077, -88.15077"
97,104,11/08/2019,"Gamma Radiation / Casper, Wyoming, United States / 2018","Points:(42.906612--106.443256),(42.79319--106.247596)","(42.906612,-106.443256)|(42.79319,-106.247596)",True,"42.79319, 42.906612, 42.906612, 42.79319","-106.247596, -106.247596, -106.443256, -106.443256"
101,108,11/07/2019,"Particulate Matter 10 / Miaoli County, Taiwan-Chinese Taipei / 2015","Points:(24.38294167-120.7588333),(24.56526944-120.8202)","(24.38294167,120.7588333)|(24.56526944,120.8202)",True,"24.38294167, 24.56526944, 24.56526944, 24.38294167","120.7588333, 120.7588333, 120.8202, 120.8202"
109,116,11/07/2019,"Particulate Matter 2.5 / Park Street, Kolkata, India / 2017","Points:(22.550578-88.349006),(22.543622-88.365636)","(22.550578,88.349006)|(22.543622,88.365636)",True,"22.550578, 22.550578, 22.543622, 22.543622","88.349006, 88.365636, 88.365636, 88.349006"
114,121,11/03/2019,"Air Temperature / Miaoli County, Taiwan-Chinese Taipei / 2014","Points:(24.382941666666667-120.75883333333333),(24.565269444444446-120.8202)","(24.382941666666667,120.75883333333333)|(24.565269444444446,120.8202)",True,"24.382941666666667, 24.565269444444446, 24.565269444444446, 24.382941666666667","120.75883333333333, 120.75883333333333, 120.8202, 120.8202"
130,137,11/03/2019,"Gamma Radiation / Burlington, Vermont, United States / 2018","Points:(44.538366--73.278821),(44.445239--73.180385)","(44.538366,-73.278821)|(44.445239,-73.180385)",True,"44.445239, 44.538366, 44.538366, 44.445239","-73.180385, -73.180385, -73.278821, -73.278821"
134,141,11/03/2019,"Gamma Radiation / Olympia, Washington, United States / 2017","Points:(47.07173--122.959807),(47.000091--122.826105)","(47.07173,-122.959807)|(47.000091,-122.826105)",True,"47.000091, 47.07173, 47.07173, 47.000091","-122.826105, -122.826105, -122.959807, -122.959807"
138,145,11/03/2019,"Gamma Radiation / Richland, Washington, United States / 2018","Points:(46.369306--119.398887),(46.198339--119.212427)","(46.369306,-119.398887)|(46.198339,-119.212427)",True,"46.198339, 46.369306, 46.369306, 46.198339","-119.212427, -119.212427, -119.398887, -119.398887"
142,149,11/03/2019,"Gamma Radiation / Seattle, Washington, United States / 2018","Points:(47.733299--122.447045),(47.495508--122.228888)","(47.733299,-122.447045)|(47.495508,-122.228888)",True,"47.495508, 47.733299, 47.733299, 47.495508","-122.228888, -122.228888, -122.447045, -122.447045"
146,153,11/03/2019,"Gamma Radiation / Spokane, Washington, United States / 2015","Points:(47.758126--117.520364),(47.5842--117.342815)","(47.758126,-117.520364)|(47.5842,-117.342815)",True,"47.5842, 47.758126, 47.758126, 47.5842","-117.342815, -117.342815, -117.520364, -117.520364"
150,157,11/03/2019,"Gamma Radiation / La Crosse, Wisconsin, United States / 2017","Points:(43.896696--91.282141),(43.74401--91.163801)","(43.896696,-91.282141)|(43.74401,-91.163801)",True,"43.74401, 43.896696, 43.896696, 43.74401","-91.163801, -91.163801, -91.282141, -91.282141"
154,161,11/02/2019,"Vehicle Counts / Los Angeles County, California, United States / 2016 ","Points:(33.6134--118.7288),(34.5293--117.64)","(33.6134,-118.7288)|(34.5293,-117.64)",True,"34.5293, 34.5293, 33.6134, 33.6134","-117.64, -118.7288, -118.7288, -117.64"
165,172,10/31/2019,Vehicle Counts / Statewide Massachusetts / 2014,"Points:(41.18885882--73.50814205),(42.88671347--69.86010427)","(41.18885882,-73.50814205)|(42.88671347,-69.86010427)",True,"42.88671347, 42.88671347, 41.18885882, 41.18885882","-69.86010427, -73.50814205, -73.50814205, -69.86010427"
167,174,10/31/2019,"Gamma Radiation / San Antonio, Texas, United States / 2015","Points:(29.723845--98.824884),(29.232546--98.280575)","(29.723845,-98.824884)|(29.232546,-98.280575)",True,"29.232546, 29.723845, 29.723845, 29.232546","-98.280575, -98.280575, -98.824884, -98.824884"
169,176,10/30/2019,"Particulate Matter 2.5 / Chanakyapuri, New Delhi, India / 2017","Points:(28.602896-77.200947),(28.581115-77.17314)","(28.602896,77.200947)|(28.581115,77.17314)",True,"28.581115, 28.602896, 28.602896, 28.581115","77.17314, 77.17314, 77.200947, 77.200947"
176,183,10/27/2019,"Gamma Radiation / Houston, Texas, United States / 2016","Points:(30.101662--95.786171),(29.520912--95.064816)","(30.101662,-95.786171)|(29.520912,-95.064816)",True,"29.520912, 30.101662, 30.101662, 29.520912","-95.064816, -95.064816, -95.786171, -95.786171"
180,187,10/27/2019,"Gamma Radiation / Laredo, Texas, United States / 2018","Points:(27.662083--99.607927),(27.36138--99.326703)","(27.662083,-99.607927)|(27.36138,-99.326703)",True,"27.36138, 27.662083, 27.662083, 27.36138","-99.326703, -99.326703, -99.607927, -99.607927"
184,191,10/27/2019,"Gamma Radiation / Lubbock, Texas, United States / 2017","Points:(33.697458--102.025779),(33.476322--101.750037)","(33.697458,-102.025779)|(33.476322,-101.750037)",True,"33.476322, 33.697458, 33.697458, 33.476322","-101.750037, -101.750037, -102.025779, -102.025779"
191,198,10/27/2019,"Gamma Radiation / San Angelo, Texas, United States / 2017","Points:(31.52499--100.536668),(31.333576--100.370229)","(31.52499,-100.536668)|(31.333576,-100.370229)",True,"31.333576, 31.52499, 31.52499, 31.333576","-100.370229, -100.370229, -100.536668, -100.536668"
195,202,10/27/2019,"Gamma Radiation / Salt Lake City, Utah, United States / 2018","Points:(40.826954--112.101113),(40.699705--111.771063)","(40.826954,-112.101113)|(40.699705,-111.771063)",True,"40.699705, 40.826954, 40.826954, 40.699705","-111.771063, -111.771063, -112.101113, -112.101113"
199,206,10/27/2019,"Gamma Radiation / St. George, Utah, United States / 2018","Points:(37.207698--113.64926),(36.999369--113.475886)","(37.207698,-113.64926)|(36.999369,-113.475886)",True,"36.999369, 37.207698, 37.207698, 36.999369","-113.475886, -113.475886, -113.64926, -113.64926"
203,210,10/27/2019,"Gamma Radiation / Harrisonburg, Virginia, United States / 2018","Points:(38.488652--78.925614),(38.388307--78.826241)","(38.488652,-78.925614)|(38.388307,-78.826241)",True,"38.388307, 38.488652, 38.488652, 38.388307","-78.826241, -78.826241, -78.925614, -78.925614"
207,214,10/27/2019,"Gamma Radiation / Richmond, Virginia, United States / 2015","Points:(37.603057--77.604203),(37.44553--77.388694)","(37.603057,-77.604203)|(37.44553,-77.388694)",True,"37.44553, 37.603057, 37.603057, 37.44553","-77.388694, -77.388694, -77.604203, -77.604203"
211,218,10/27/2019,"Gamma Radiation / Virginia Beach, Virginia, United States / 2016","Points:(36.9284--76.24329),(36.550346--75.866905)","(36.9284,-76.24329)|(36.550346,-75.866905)",True,"36.550346, 36.9284, 36.9284, 36.550346","-75.866905, -75.866905, -76.24329, -76.24329"
238,245,10/23/2019,"Air Temperature / Great Smoky Mountains National Park, Tennessee, United States / 2016","Points:(35.6967--83.6086),(35.5619--83.4981)","(35.6967,-83.6086)|(35.5619,-83.4981)",True,"35.5619, 35.6967, 35.6967, 35.5619","-83.4981, -83.4981, -83.6086, -83.6086"
242,249,10/23/2019,"Relative Humidity / Great Smoky Mountains National Park, Tennessee, United States / 2017","Points:(35.5619--83.4981),(35.6967--83.6086)","(35.5619,-83.4981)|(35.6967,-83.6086)",True,"35.5619, 35.6967, 35.6967, 35.5619","-83.4981, -83.4981, -83.6086, -83.6086"
257,264,10/22/2019,"Nitrogen Dioxide / Periyamet, Chennai, Tamil Nadu, India / 2015","Points:(13.0803202452-80.2619202065),(13.0885968731-80.2708787846)","(13.0803202452,80.2619202065)|(13.0885968731,80.2708787846)",True,"13.0803202452, 13.0885968731, 13.0885968731, 13.0803202452","80.2619202065, 80.2619202065, 80.2708787846, 80.2708787846"
258,265,10/22/2019,"Nitrogen Dioxide / Taramani, Chennai, Tamil Nadu, India / 2015","Points:(12.9759578852-80.2313879549),(13.0064842258-80.2524164736)","(12.9759578852,80.2313879549)|(13.0064842258,80.2524164736)",True,"12.9759578852, 13.0064842258, 13.0064842258, 12.9759578852","80.2313879549, 80.2313879549, 80.2524164736, 80.2524164736"
259,266,10/22/2019,"Nitrogen Dioxide / Kathivakkam, Chennai, Tamil Nadu, India / 2015","Points:(13.2109039294-80.313945008),(13.2179886217-80.3207354723)","(13.2109039294,80.313945008)|(13.2179886217,80.3207354723)",True,"13.2109039294, 13.2179886217, 13.2179886217, 13.2109039294","80.313945008, 80.313945008, 80.3207354723, 80.3207354723"
260,267,10/22/2019,"Particulate Matter 10 / Taramani, Chennai, Tamil Nadu, India / 2015","Points:(12.9863031935-80.2410586412),(12.9896694982-80.2515192564)","(12.9863031935,80.2410586412)|(12.9896694982,80.2515192564)",True,"12.9863031935, 12.9896694982, 12.9896694982, 12.9863031935","80.2410586412, 80.2410586412, 80.2515192564, 80.2515192564"
270,278,10/18/2019,"Carbon Monoxide / Hsinchu County, Taiwan-Chinese Taipei / 2015","Points:(24.900141666666666-121.03865277777777),(24.740644444444445-121.08890277777778)","(24.900141666666666,121.03865277777777)|(24.740644444444445,121.08890277777778)",True,"24.900141666666666, 24.900141666666666, 24.740644444444445, 24.740644444444445","121.03865277777777, 121.08890277777778, 121.08890277777778, 121.03865277777777"
290,298,10/18/2019,"Nitrogen Dioxide / Anna Nagar, Chennai, Tamil Nadu, India / 2015","Points:(13.0821648156-80.1944428723),(13.1042768379-80.2206212323)","(13.0821648156,80.1944428723)|(13.1042768379,80.2206212323)",True,"13.0821648156, 13.1042768379, 13.1042768379, 13.0821648156","80.1944428723, 80.1944428723, 80.2206212323, 80.2206212323"
307,315,10/16/2019,"Sulfur Dioxide / Miaoli County, Taiwan-Chinese Taipei / 2015","Points:(24.565269444444446-120.8202),(24.382941666666667-120.75883333333333)","(24.565269444444446,120.8202)|(24.382941666666667,120.75883333333333)",True,"24.382941666666667, 24.565269444444446, 24.565269444444446, 24.382941666666667","120.75883333333333, 120.75883333333333, 120.8202, 120.8202"
311,324,10/08/2019,"Atmospheric Water Vapor / East China Sea, Pacific Ocean / 2017","Points:(24-120),(35-131)","(24,120)|(35,131)",True,"24, 35, 35, 24","120, 120, 131, 131"
338,352,10/07/2019,"Sulfur Dioxide / Periyamet, Chennai, Tamil Nadu, India / 2015","Points:(13.0803202452-80.2619202065),(13.0885968731-80.2524164736)","(13.0803202452,80.2619202065)|(13.0885968731,80.2524164736)",True,"13.0885968731, 13.0885968731, 13.0803202452, 13.0803202452","80.2524164736, 80.2619202065, 80.2619202065, 80.2524164736"
339,353,10/07/2019,"Sulfur Dioxide / Taramani, Chennai, Tamil Nadu, India / 2015","Points:(12.988513-80.242369),(12.986882-80.246049)","(12.988513,80.242369)|(12.986882,80.246049)",True,"12.988513, 12.988513, 12.986882, 12.986882","80.242369, 80.246049, 80.246049, 80.242369"
340,354,10/07/2019,"Particulate Matter 2.5 / Anna Nagar, Chennai, Tamil Nadu, India / 2015","Points:(13.08371-80.195113),(13.105341-80.219167)","(13.08371,80.195113)|(13.105341,80.219167)",True,"13.08371, 13.105341, 13.105341, 13.08371","80.195113, 80.195113, 80.219167, 80.219167"
344,358,10/03/2019,"Gamma Radiation / Knoxville, Tennessee, United States / 2017","Points:(36.073392--84.175201),(35.841593--83.694749)","(36.073392,-84.175201)|(35.841593,-83.694749)",True,"35.841593, 36.073392, 36.073392, 35.841593","-83.694749, -83.694749, -84.175201, -84.175201"
348,362,10/03/2019,"Gamma Radiation / Memphis, Tennessee, United States / 2017","Points:(35.260265--90.308751),(34.995871--89.645973)","(35.260265,-90.308751)|(34.995871,-89.645973)",True,"34.995871, 35.260265, 35.260265, 34.995871","-89.645973, -89.645973, -90.308751, -90.308751"
352,366,10/03/2019,"Gamma Radiation / Nashville, Tennessee, United States / 2018","Points:(36.383623--87.073695),(35.961001--86.509145)","(36.383623,-87.073695)|(35.961001,-86.509145)",True,"35.961001, 36.383623, 36.383623, 35.961001","-86.509145, -86.509145, -87.073695, -87.073695"
356,370,10/03/2019,"Gamma Radiation / Amarillo, Texas, United States / 2018","Points:(35.293422--101.953155),(35.107446--101.659458)","(35.293422,-101.953155)|(35.107446,-101.659458)",True,"35.107446, 35.293422, 35.293422, 35.107446","-101.659458, -101.659458, -101.953155, -101.953155"
360,374,10/03/2019,"Gamma Radiation / Austin, Texas, United States / 2017","Points:(30.514012--97.938221),(30.119876--97.579387)","(30.514012,-97.938221)|(30.119876,-97.579387)",True,"30.119876, 30.514012, 30.514012, 30.119876","-97.579387, -97.579387, -97.938221, -97.938221"
364,378,10/03/2019,"Gamma Radiation / Corpus Christi, Texas, United States / 2018","Points:(27.917364--97.751647),(27.54284--97.065234)","(27.917364,-97.751647)|(27.54284,-97.065234)",True,"27.54284, 27.917364, 27.917364, 27.54284","-97.065234, -97.065234, -97.751647, -97.751647"
368,382,10/03/2019,"Gamma Radiation / Dallas, Texas, United States / 2018","Points:(33.012716--96.999648),(32.619314--96.552094)","(33.012716,-96.999648)|(32.619314,-96.552094)",True,"32.619314, 33.012716, 33.012716, 32.619314","-96.552094, -96.552094, -96.999648, -96.999648"
372,386,10/03/2019,"Gamma Radiation / El Paso, Texas, United States / 2016","Points:(32.000119--106.646496),(31.621451--106.228479)","(32.000119,-106.646496)|(31.621451,-106.228479)",True,"31.621451, 32.000119, 32.000119, 31.621451","-106.228479, -106.228479, -106.646496, -106.646496"
376,390,10/03/2019,"Gamma Radiation / Fort Worth, Texas, United States / 2018","Points:(33.04525--97.550227),(32.537179--97.036548)","(33.04525,-97.550227)|(32.537179,-97.036548)",True,"32.537179, 33.04525, 33.04525, 32.537179","-97.036548, -97.036548, -97.550227, -97.550227"
379,393,10/03/2019,"Gamma Radiation / Harlingen, Texas, United States / 2018","Points:(26.247917--97.801052),(26.053443--97.637617)","(26.247917,-97.801052)|(26.053443,-97.637617)",True,"26.053443, 26.247917, 26.247917, 26.053443","-97.637617, -97.637617, -97.801052, -97.801052"
389,403,10/02/2019,"Vehicle Counts / Buenos Aires, Argentina / 2015","Points:(-41.04--63.39),(-33.26--56.66)","(-41.04,-63.39)|(-33.26,-56.66)",True,"-33.26, -41.04, -41.04, -33.26","-56.66, -56.66, -63.39, -63.39"
415,429,09/30/2019,"Gamma Radiation / Bloomsburg, Pennsylvania, United States / 2018","Points:(41.02549--76.481879),(40.976633--76.429372)","(41.02549,-76.481879)|(40.976633,-76.429372)",True,"40.976633, 41.02549, 41.02549, 40.976633","-76.429372, -76.429372, -76.481879, -76.481879"
419,433,09/30/2019,"Gamma Radiation / Philadelphia, Pennsylvania, United States / 2016","Points:(40.143913--75.287707),(39.87419--74.965374)","(40.143913,-75.287707)|(39.87419,-74.965374)",True,"39.87419, 40.143913, 40.143913, 39.87419","-74.965374, -74.965374, -75.287707, -75.287707"
423,437,09/30/2019,"Gamma Radiation / Pittsburg, Pennsylvania, United States / 2016","Points:(40.500855--80.099002),(40.359852--79.873191)","(40.500855,-80.099002)|(40.359852,-79.873191)",True,"40.359852, 40.500855, 40.500855, 40.359852","-79.873191, -79.873191, -80.099002, -80.099002"
427,441,09/30/2019,"Gamma Radiation / San Juan, Puerto Rico, United States / 2017","Points:(18.474095--66.12602),(18.298565--65.99288)","(18.474095,-66.12602)|(18.298565,-65.99288)",True,"18.298565, 18.474095, 18.474095, 18.298565","-65.99288, -65.99288, -66.12602, -66.12602"
431,445,09/30/2019,"Gamma Radiation / Providence, Rhode Island, United States / 2018","Points:(41.860997--71.47544),(41.770244--71.36868)","(41.860997,-71.47544)|(41.770244,-71.36868)",True,"41.770244, 41.860997, 41.860997, 41.770244","-71.36868, -71.36868, -71.47544, -71.47544"
435,449,09/30/2019,"Gamma Radiation / Columbia, South Carolina, United States / 2018","Points:(34.129574--81.177328),(33.928138--80.705787)","(34.129574,-81.177328)|(33.928138,-80.705787)",True,"33.928138, 34.129574, 34.129574, 33.928138","-80.705787, -80.705787, -81.177328, -81.177328"
439,453,09/30/2019,"Gamma Radiation / Pierre, South Dakota, United States / 2016","Points:(44.39604--100.371873),(44.338823--100.270109)","(44.39604,-100.371873)|(44.338823,-100.270109)",True,"44.338823, 44.39604, 44.39604, 44.338823","-100.270109, -100.270109, -100.371873, -100.371873"
443,457,09/30/2019,"Gamma Radiation / Rapid City, South Dakota, United States / 2016","Points:(44.133314--103.328925),(44.003759--103.132576)","(44.133314,-103.328925)|(44.003759,-103.132576)",True,"44.003759, 44.133314, 44.133314, 44.003759","-103.132576, -103.132576, -103.328925, -103.328925"
450,464,09/26/2019,"Carbon Monoxide / Napa, California, United States / 2018","Points:(38.310942--122.296189),(38.278849--122.275024)","(38.310942,-122.296189)|(38.278849,-122.275024)",True,"38.278849, 38.310942, 38.310942, 38.278849","-122.275024, -122.275024, -122.296189, -122.296189"
452,466,09/26/2019,"Carbon Monoxide / Oakland, California, United States / 2016","Points:(37.743065--122.169935),(37.814781--122.282347)","(37.743065,-122.169935)|(37.814781,-122.282347)",True,"37.743065, 37.814781, 37.814781, 37.743065","-122.169935, -122.169935, -122.282347, -122.282347"
456,470,09/25/2019,"Pavement Condition / San Diego, California, United States / 2014","Points:(32.5348--117.3098),(33.1142--116.9057)","(32.5348,-117.3098)|(33.1142,-116.9057)",True,"33.1142, 33.1142, 32.5348, 32.5348","-116.9057, -117.3098, -117.3098, -116.9057"
458,472,09/25/2019,"Pavement Condition / San Jose, California, United States / 2015","Points:(37.124503--122.045672),(37.489217--121.589153)","(37.124503,-122.045672)|(37.489217,-121.589153)",True,"37.489217, 37.489217, 37.124503, 37.124503","-121.589153, -122.045672, -122.045672, -121.589153"
460,474,09/25/2019,"Pavement Condition / San Luis Obispo, California, United States / 2015","Points:(35.233002--120.722977),(35.31199--120.617773)","(35.233002,-120.722977)|(35.31199,-120.617773)",True,"35.31199, 35.31199, 35.233002, 35.233002","-120.617773, -120.722977, -120.722977, -120.617773"
462,476,09/25/2019,"Pavement Condition / Santa Barbara, California, United States / 2014","Points:(34.336029--119.859789),(34.463922--119.639934)","(34.336029,-119.859789)|(34.463922,-119.639934)",True,"34.463922, 34.463922, 34.336029, 34.336029","-119.639934, -119.859789, -119.859789, -119.639934"
464,478,09/25/2019,"Pavement Condition / Santa Cruz, California, United States / 2015","Points:(36.948082--122.151298),(37.025154--121.986711)","(36.948082,-122.151298)|(37.025154,-121.986711)",True,"37.025154, 37.025154, 36.948082, 36.948082","-121.986711, -122.151298, -122.151298, -121.986711"
467,482,09/24/2019,"Pavement Condition / Brookline, Massachusetts, United States / 2018","Points:(42.296607--71.175481),(42.354724--71.10909)","(42.296607,-71.175481)|(42.354724,-71.10909)",True,"42.354724, 42.354724, 42.296607, 42.296607","-71.10909, -71.175481, -71.175481, -71.10909"
468,483,09/21/2019,"Atmospheric Water Vapor / South China Sea, Pacific Ocean / 2015","Points:(4-105),(24-122)","(4,105)|(24,122)",True,"4, 4, 24, 24","105, 122, 122, 105"
480,495,09/21/2019,"Wind Speed / South China Sea, Pacific Ocean / 2016","Points:(4-24),(105-122)","(4,24)|(105,122)",True,"105, 4, 4, 105","122, 122, 24, 24"
497,513,09/17/2019,"Carbon Monoxide / Eureka, California, United States / 2014","Points:(40.7766083--124.1794944),(40.7152556--124.2014861)","(40.7766083,-124.1794944)|(40.7152556,-124.2014861)",True,"40.7766083, 40.7766083, 40.7152556, 40.7152556","-124.1794944, -124.2014861, -124.2014861, -124.1794944"
501,517,09/17/2019,"Air Temperature / Hawaii Volcanoes National Park, Hawaii, United States / 2016","Points:(19.4308--155.2578),(19.4203--155.2881)","(19.4308,-155.2578)|(19.4203,-155.2881)",True,"19.4308, 19.4308, 19.4203, 19.4203","-155.2578, -155.2881, -155.2881, -155.2578"
517,533,09/17/2019,"Carbon Monoxide / Sacramento, California, United States / 2015","Points:(38.593328--121.503728),(38.61374--121.36804)","(38.593328,-121.503728)|(38.61374,-121.36804)",True,"38.61374, 38.61374, 38.593328, 38.593328","-121.36804, -121.503728, -121.503728, -121.36804"
520,536,09/17/2019,"Gamma Radiation / Cincinnati, Ohio, United States / 2018","Points:(39.224666--84.713488),(39.04581--84.371108)","(39.224666,-84.713488)|(39.04581,-84.371108)",True,"39.04581, 39.224666, 39.224666, 39.04581","-84.371108, -84.371108, -84.713488, -84.713488"
524,540,09/17/2019,"Gamma Radiation / Cleveland, Ohio, United States / 2017","Points:(41.602871--81.895466),(41.384366--81.536704)","(41.602871,-81.895466)|(41.384366,-81.536704)",True,"41.384366, 41.602871, 41.602871, 41.384366","-81.536704, -81.536704, -81.895466, -81.895466"
528,544,09/17/2019,"Gamma Radiation / Columbus, Ohio, United States / 2017","Points:(40.16629--83.227716),(39.802272--82.773199)","(40.16629,-83.227716)|(39.802272,-82.773199)",True,"39.802272, 40.16629, 40.16629, 39.802272","-82.773199, -82.773199, -83.227716, -83.227716"
532,548,09/17/2019,"Gamma Radiation / Toledo, Ohio, United States / 2018","Points:(41.724275--83.69764),(41.572703--83.444987)","(41.724275,-83.69764)|(41.572703,-83.444987)",True,"41.572703, 41.724275, 41.724275, 41.572703","-83.444987, -83.444987, -83.69764, -83.69764"
536,552,09/17/2019,"Gamma Radiation / Oklahoma City, Oklahoma, United States / 2018","Points:(35.673541--97.833727),(35.286014--97.137001)","(35.673541,-97.833727)|(35.286014,-97.137001)",True,"35.286014, 35.673541, 35.673541, 35.286014","-97.137001, -97.137001, -97.833727, -97.833727"
540,556,09/17/2019,"Gamma Radiation / Tulsa, Oklahoma, United States / 2016","Points:(36.245255--96.073479),(35.960164--95.675626)","(36.245255,-96.073479)|(35.960164,-95.675626)",True,"35.960164, 36.245255, 36.245255, 35.960164","-95.675626, -95.675626, -96.073479, -96.073479"
544,560,09/17/2019,"Gamma Radiation / Corvallis, Oregon, United States / 2018","Points:(44.60525--123.336726),(44.515608--123.233854)","(44.60525,-123.336726)|(44.515608,-123.233854)",True,"44.515608, 44.60525, 44.60525, 44.515608","-123.233854, -123.233854, -123.336726, -123.336726"
548,564,09/17/2019,"Gamma Radiation / Portland, Oregon, United States / 2015","Points:(45.654673--122.842635),(45.431027--122.470665)","(45.654673,-122.842635)|(45.431027,-122.470665)",True,"45.431027, 45.654673, 45.654673, 45.431027","-122.470665, -122.470665, -122.842635, -122.842635"
552,568,09/17/2019,"Pavement Condition / Salinas, California, United States / 2015","Points:(36.638818--121.691914),(36.73445--121.590259)","(36.638818,-121.691914)|(36.73445,-121.590259)",True,"36.73445, 36.73445, 36.638818, 36.638818","-121.590259, -121.691914, -121.691914, -121.590259"
